"gs_id","gs_pmid","gs_name","name","gs_description","ensembl_gene","gene_symbol","excel_gene_symbol","entrez_gene","ensembl_in_ref","symbol_in_ref"
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000138385","SSB","'SSB",6741,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000106028","SSBP1","'SSBP1",6742,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000262771","SSBP1","'SSBP1",6742,FALSE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000084090","STARD7","'STARD7",56910,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000135316","SYNCRIP","'SYNCRIP",10492,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000120948","TARDBP","'TARDBP",23435,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000120438","TCP1","'TCP1",6950,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000198176","TFDP1","'TFDP1",7027,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000154174","TOMM70","'TOMM70",9868,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000136527","TRA2B","'TRA2B",6434,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000130726","TRIM28","'TRIM28",10155,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000178952","TUFM","'TUFM",7284,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000141759","TXNL4A","'TXNL4A",10907,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000176890","TYMS","'TYMS",7298,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000160201","U2AF1","'U2AF1",7307,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000126261","UBA2","'UBA2",10054,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000170142","UBE2E1","'UBE2E1",7324,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000185651","UBE2L3","'UBE2L3",7332,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000162607","USP1","'USP1",7398,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000155959","VBP1","'VBP1",7411,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000213585","VDAC1","'VDAC1",7416,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000078668","VDAC3","'VDAC3",7419,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000082898","XPO1","'XPO1",7514,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000184575","XPOT","'XPOT",11260,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000196419","XRCC6","'XRCC6",2547,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000108953","YWHAE","'YWHAE",7531,TRUE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000274474","YWHAE","'YWHAE",7531,FALSE,TRUE
"M5926","26771021","HALLMARK_MYC_TARGETS_V1","MYC_TARGETS_V1","A subgroup of genes regulated by MYC - version 1 (v1).","ENSG00000134308","YWHAQ","'YWHAQ",10971,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000106305","AIMP2","'AIMP2",7965,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000112578","BYSL","'BYSL",705,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000122565","CBX3","'CBX3",11335,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000135446","CDK4","'CDK4",1019,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000179958","DCTPP1","'DCTPP1",79077,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000088205","DDX18","'DDX18",8886,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000158050","DUSP2","'DUSP2",1844,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000077348","EXOSC5","'EXOSC5",56915,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000179115","FARSA","'FARSA",2193,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000163938","GNL3","'GNL3",26354,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000105447","GRWD1","'GRWD1",83743,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000159399","HK2","'HK2",3099,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000144381","HSPD1","'HSPD1",3329,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000115541","HSPE1","'HSPE1",3336,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000136718","IMP4","'IMP4",92856,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000196497","IPO4","'IPO4",79711,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000285248","IPO4","'IPO4",79711,FALSE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000001497","LAS1L","'LAS1L",81887,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000142733","MAP3K6","'MAP3K6",9064,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000104738","MCM4","'MCM4",4173,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000100297","MCM5","'MCM5",4174,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000124383","MPHOSPH10","'MPHOSPH10",10199,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000053372","MRTO4","'MRTO4",51154,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000132382","MYBBP1A","'MYBBP1A",10514,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000136997","MYC","'MYC",4609,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000123545","NDUFAF4","'NDUFAF4",29078,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000132603","NIP7","'NIP7",51388,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000184967","NOC4L","'NOC4L",79050,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000288146","NOC4L","'NOC4L",79050,FALSE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000166197","NOLC1","'NOLC1",9221,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000048162","NOP16","'NOP16",51491,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000111641","NOP2","'NOP2",4839,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000101361","NOP56","'NOP56",10528,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000181163","NPM1","'NPM1",4869,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000170515","PA2G4","'PA2G4",5036,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000100029","PES1","'PES1",23481,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000167085","PHB","'PHB",5245,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000166851","PLK1","'PLK1",5347,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000142731","PLK4","'PLK4",10733,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000130810","PPAN","'PPAN",56342,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000148840","PPRC1","'PPRC1",23082,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000185238","PRMT3","'PRMT3",10196,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000177192","PUS1","'PUS1",80324,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000136933","RABEPK","'RABEPK",10244,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000120158","RCL1","'RCL1",10171,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000052749","RRP12","'RRP12",23223,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000114767","RRP9","'RRP9",9136,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000173638","SLC19A1","'SLC19A1",6573,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000174669","SLC29A2","'SLC29A2",3177,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000140263","SORD","'SORD",6652,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000116649","SRM","'SRM",6723,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000156502","SUPV3L1","'SUPV3L1",6832,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000136270","TBRG4","'TBRG4",9238,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000070814","TCOF1","'TCOF1",6949,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000162851","TFB2M","'TFB2M",64216,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000109084","TMEM97","'TMEM97",27346,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000076248","UNG","'UNG",7374,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000120800","UTP20","'UTP20",27340,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000163811","WDR43","'WDR43",23160,TRUE,TRUE
"M5928","26771021","HALLMARK_MYC_TARGETS_V2","MYC_TARGETS_V2","A subgroup of genes regulated by MYC - version 2 (v2).","ENSG00000133316","WDR74","'WDR74",54663,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000099204","ABLIM1","'ABLIM1",3983,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000087085","ACHE","'ACHE",43,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000151726","ACSL1","'ACSL1",2180,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000143632","ACTA1","'ACTA1",58,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000159251","ACTC1","'ACTC1",70,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000077522","ACTN2","'ACTN2",88,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000248746","ACTN3","'ACTN3",89,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000148848","ADAM12","'ADAM12",8038,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000162104","ADCY9","'ADCY9",115,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000106624","AEBP1","'AEBP1",165,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000162688","AGL","'AGL",178,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000188157","AGRN","'AGRN",375790,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000106992","AK1","'AK1",203,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000105221","AKT2","'AKT2",208,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000165887","ANKRD2","'ANKRD2",26287,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000134817","APLNR","'APLNR",187,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000189058","APOD","'APOD",347,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000142192","APP","'APP",351,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000196296","ATP2A1","'ATP2A1",487,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000071553","ATP6AP1","'ATP6AP1",537,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000107262","BAG1","'BAG1",573,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000168398","BDKRB2","'BDKRB2",624,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000134107","BHLHE40","'BHLHE40",8553,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000136717","BIN1","'BIN1",274,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000196557","CACNA1H","'CACNA1H",8912,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000108878","CACNG1","'CACNG1",786,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000058404","CAMK2B","'CAMK2B",816,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000143318","CASQ1","'CASQ1",844,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000118729","CASQ2","'CASQ2",845,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000182533","CAV3","'CAV3",859,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000135218","CD36","'CD36",948,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000140945","CDH13","'CDH13",1012,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000124762","CDKN1A","'CDKN1A",1026,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000197766","CFD","'CFD",1675,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000274619","CFD","'CFD",1675,FALSE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000138435","CHRNA1","'CHRNA1",1134,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000170175","CHRNB1","'CHRNB1",1140,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000283946","CHRNB1","'CHRNB1",1140,FALSE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000196811","CHRNG","'CHRNG",1146,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000166165","CKB","'CKB",1152,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000104879","CKM","'CKM",1158,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000131730","CKMT2","'CKMT2",1160,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000120885","CLU","'CLU",1191,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000117519","CNN3","'CNN3",1266,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000204291","COL15A1","'COL15A1",1306,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000108821","COL1A1","'COL1A1",1277,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000168542","COL3A1","'COL3A1",1281,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000134871","COL4A2","'COL4A2",1284,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000142173","COL6A2","'COL6A2",1292,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000163359","COL6A3","'COL6A3",1293,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000156885","COX6A2","'COX6A2",1339,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000161281","COX7A1","'COX7A1",1346,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000095321","CRAT","'CRAT",1384,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000109846","CRYAB","'CRYAB",1410,TRUE,TRUE
"M5909","26771021","HALLMARK_MYOGENESIS","MYOGENESIS","Genes involved in development of skeletal muscle (myogenesis).","ENSG00000129170","CSRP3","'CSRP3",8048,TRUE,TRUE
